"issue";"date";"outlet";"language";"origin";"reported by";"keywords";"source";"title";"summary";"disproof"
"35";"13.07.2016";"geworld.ge";"Georgian";"EU, Georgia";"Givi Gigitashvili, student, University of Tartu";"NATO, Referendum";"http://bit.ly/2afqgBb";"If there was a referendum on Georgia’s intention to join NATO and the EU, most of the poopulation would vote against Georgia’s accession to these organizations.";"If there was a referendum on Georgia’s intention to join NATO and the EU, most of the poopulation would vote against Georgia’s accession to these organizations.";"According to the latest National Democratic Institute’s poll, there is a strong support for the Georgia’s aspirations to join the EU and NATO. Support for NATO membership is at 68 percent, support for the EU at 77 percent: http://bit.ly/2a3nB1c"
"35";"13.07.2016";"aeronet.cz";"Czech";"Czech Republic";"European Values think-tank";"Migration crisis";"http://bit.ly/29MtYCm";"The Ministry of Interior gives advice to migrants how to get into the republic. It is contradictory to the claims of the Czech government about their unwillingness to accept quotas.";"The Ministry of Interior gives advice to migrants how to get into the republic. It is contradictory to the claims of the Czech government about their unwillingness to accept quotas.";"A new website help to integrate migrants into society and thus eliminate some of the major problems connected to the migration question: http://www.imigracniportal.cz // It is not contradictory to the government attitude."
"35";"13.07.2016";"aeronet.cz";"Czech";"EU";"European Values think-tank";"Middle East, Africa";"http://bit.ly/29FLszJ";"The EU intends to spread towards the Middle East and northern Africa - this is proved by the new Global Strategy for the European Union’s Foreign And Security Policy and on alleged plans for creating a common European army, which should be an instrument of EU expansion to the Arab countries.";"The EU intends to spread towards the Middle East and northern Africa - this is proved by the new Global Strategy for the European Union’s Foreign And Security Policy and on alleged plans for creating a common European army, which should be an instrument of EU expansion to the Arab countries.";"The Global Strategy mentions only an effort to make credible accession process grounded in strict and fair conditionality with countries in the Western Balkans and of Turkey. Neither explicitly, nor tacitly it talks about spreading towards northern Africa or the Middle East: http://bit.ly/29SoGa6 // The common European army negotiations aren’t on the table currently and it’s unlikely, that it would be created in near future."
"35";"13.07.2016";"protiproud.parlamentnilisty.cz";"Czech";"EU";"European Values think-tank";"EU regulations, Secret elites / global elites, Sovereignty";"http://bit.ly/2a7SelU";"The plans for a common EU army are aimed at depriving member states of their sovereignty. There plans were renewed during the annual conference of Bilderberg group.";"The plans for a common EU army are aimed at depriving member states of their sovereignty. There plans were renewed during the annual conference of Bilderberg group.";"Groundless conspiracy theory. Any member state would have a veto on any such plans: http://bit.ly/29EjVCk"
"35";"12.07.2016";"novarepublika.cz";"Czech";"Russia, Ukraine";"European Values think-tank";"Information war, NATO, The West";"http://bit.ly/29GbByb";"NATO is not a defensive alliance, but an alliance for waging offensive war. Western journalists justify NATO's actions by alleged Russian aggressive behaviour e.g. in Ukraine - which is not true.";"NATO is not a defensive alliance, but an alliance for waging offensive war. Western journalists justify NATO's actions by alleged Russian aggressive behaviour e.g. in Ukraine - which is not true.";"""The Alliance does not seek confrontation and poses no threat to Russia. But we cannot and will not compromise on the principles on which our Alliance and security in Europe and North America rest"": http://bit.ly/29v2Bej // For ""no Russian threat"", see above."
"35";"12.07.2016";"rian.com.ua";"Russian";"Ukraine";"StopFake.org";"Nadiya Savchenko";"http://bit.ly/29S7FxV";"Ukrainians ceased to trust their authorities and they believe Savchenko.";"Ukrainians ceased to trust their authorities and they believe Savchenko.";"Pro-Kremlin media have manipulated poll results: http://bit.ly/2a4PBOT"
"35";"12.07.2016";"Ilori (Saqinform.ge)";"Georgian";"UK, EU, Georgia";"EEAS Tbilisi";"Brexit, NATO, Referendum";"http://bit.ly/29U7DoD";"After the referendum in the UK, the EU will fall apart like a domino effect; the whole world says this. // The doors to NATO are locked for Georgia.";"After the referendum in the UK, the EU will fall apart like a domino effect; the whole world says this. // The doors to NATO are locked for Georgia.";"Support for staying in the EU surges in many EU countries following the Brexit vote: Denmark 69 percent, plus 10 percent; Finland 68, plus 12; Sweden 52, plus 3; Germany 52, plus 13: http://bit.ly/29sbExo // ""Leaders are absolutely determined to remain united and work closely together as 27"": http://goo.gl/5PhhQi // ""Georgia’s relationship with the NATO contains all the practical tools to prepare for eventual membership"": http://bit.ly/29Clz6e"
"35";"12.07.2016";"Ilori (Saqinform.ge)";"Georgian";"Russia, EU, US, Georgia";"EEAS Tbilisi";"Anti-Russian, Dictatorship, US presence in Europe, Puppets, Sanctions";"http://bit.ly/29U7DoD";"The EU is a tool of the USA against Russia. The EU is also a dictatorship forcing its countries into anti-Russian sanctions against their will. The European way of Georgia is possible only in dreams, Georgia should have stronger ties to Eurasian Union.";"The EU is a tool of the USA against Russia. The EU is also a dictatorship forcing its countries into anti-Russian sanctions against their will. The European way of Georgia is possible only in dreams, Georgia should have stronger ties to Eurasian Union.";"The EU decides for the EU, not the USA. The decisions of the EU are based on a consensus, it is impossible to impose a policy against the will of the Member States. The Association Agreement between the EU and Georgia with its trade part foresees far reaching political and economic integration with the EU for many years to come."
"35";"11.07.2016";"Sputnik";"English";"Europe, EU";"East StratCom Network";"EU disintegration";"http://bit.ly/29FeEJy";"Ireland considers EU exit in response to Europe’s tax harmonization plan.";"Ireland considers EU exit in response to Europe’s tax harmonization plan.";"Ireland remains a fully committed member of the EU and Eurozone. In a recent poll, four out of five Irish people said its neighbour the UK was wrong to leave the EU: http://bit.ly/29xIY5e // The article quotes a supposed ""Ireland Exit"" spokesperson – but neither this group, nor its website, nor the unidentified ‘spokesperson’ could be found."
"35";"11.07.2016";"Világlátó";"Hungarian";"Germany";"Political Capital Institute";"Sexual harassment, Cologne assaults, Migration crisis";"http://bit.ly/29s52iT";"Germans will be unable to charge sexual offenders if they have a migrant background.";"Germans will be unable to charge sexual offenders if they have a migrant background.";"In fact, after mass sexual assaults in Cologne on New Year's Eve, the German Parliament voted in favor of a stricter sexual-assault law that could also ease deportation rules for refugees convicted of sex-related offenses: http://bit.ly/29v3Omd"
"35";"11.07.2016";"propagandaschau.wordpress.com";"German";"The West, Ukraine";"Mark Wittfoth, student, University of Amsterdam";"Puppets, International Law, Euromaidan, The West, Crimea";"http://bit.ly/29QRVun";"The war in Ukraine started on Maidan square in Kiev, where the West used violence to get rid of a democratically-elected regime in order to impose a puppet government upon the Ukrainian people. The secession of Crimea from Ukraine was neither against international law, nor violent.";"The war in Ukraine started on Maidan square in Kiev, where the West used violence to get rid of a democratically-elected regime in order to impose a puppet government upon the Ukrainian people. The secession of Crimea from Ukraine was neither against international law, nor violent.";"The demonstrations which began in Kiev in November 2013 – ""Maidan"", ""Euromaidan"" – were born out of Ukrainians' own desire for a closer relationship with the European Union, and their frustration with the corrupt regime of former President Yanukovych and with his last minute U-turn, after seven years of negotiation, to halt progress towards that goal as a result of Russian pressure (http://bit.ly/1Ri9ldy). // The 2014 presidential election in Ukraine was a genuine election largely in line with international commitments and it respected fundamental freedoms, despite the hostile security environment in two eastern regions of the country. According to the OSCE, ""people of Ukraine had the opportunity to genuinely express their will at the ballot box"" (http://bit.ly/1hqcDuR). Similarly, Ukraine’s local elections in October 2015 were competitive and generally showed respect for the democratic process (http://bit.ly/1VUL9V5). // Any decision relating to Ukraine's sovereignty or sovereign choices can only be taken without undue external pressure. The so-called referendum on Crimea was organised in a matter of weeks by a self-proclaimed Crimean leadership installed by armed Russian military personnel following the seizure of public buildings. The EU will obviously not recognise them nor their alleged outcomes."
"35";"11.07.2016";"aeronet.cz";"Czech";"Czech Republic, Germany";"European Values think-tank";"Das neue Europa, UN, Conspiracy";"http://bit.ly/29H3L6D";"""Czechia"": The change of the name of the Czech Republic in the UN is the start of the destruction of national identity. Berlin is behind this process, as it aims to build the Fourth German Empire.";"""Czechia"": The change of the name of the Czech Republic in the UN is the start of the destruction of national identity. Berlin is behind this process, as it aims to build the Fourth German Empire.";"There was no change of the name of state, only its shortened version has been registered in the UN. The term Czechia has much longer history: it has its roots in the 17th century and is used in English since the 19th century. // No evidence for further conspiracy theories given."
"35";"11.07.2016";"e-republika.cz";"Czech";"Russia";"European Values think-tank";"Kaliningrad, NATO";"http://bit.ly/2aksnDT";"NATO states will try to attack Russian Kaliningrad.";"NATO states will try to attack Russian Kaliningrad.";"""The Alliance does not seek confrontation and poses no threat to Russia. But we cannot and will not compromise on the principles on which our Alliance and security in Europe and North America rest"": http://bit.ly/29v2Bej"
"35";"11.07.2016";"thenation.com";"English";"Russia, Ukraine";"European Values think-tank";"Civil war";"http://bit.ly/29MQI9F";"Russia is not a threat, the civil war in Ukraine is.";"Russia is not a threat, the civil war in Ukraine is.";"There is not a ""civil war"" in Ukraine, there is Russian military aggression. // The simulated attacks by Russian warplanes on USS Donald Cook, the abduction of Estonian security service operative, Eston Kohver, the repeated violation of the Baltic states' airspace, military threats against EU Member States and dozens of other provocations by Russia suggest Russia wants to be perceived as a threat. See e.g. http://ind.pn/1ypG9d1"
